stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
1029TH,51.874767,-1.7400829999999998,417990.0,219610.0,0.8200000000000001,0.05,0.42,0.068
E2043,52.845991,-0.100848,528000.0,329300.0,1.77,0.15,0.895,0.15
52119,50.976043,-2.793549,344383.0,119926.0,3.843,0.16,2.8,0.231
E21136,52.323618,-0.101287,529500.0,271200.0,1.212,0.024,0.32,0.141
2067,52.51274,-2.205945,386120.0,290560.0,3.058,0.083,1.336,1.044
48143,50.172659,-5.109416,178065.0,34920.0,2.24,0.06,1.56,0.81
720215,53.858854,-2.743276,351210.0,440550.0,1.67,0.04,1.3,0.103
E9250,50.965124,-0.323121,517850.0,119750.0,,,,
F1906,54.080705,-2.024779,398476.0,464978.0,4.223,0.206,2.2,0.3
E8266,51.038451,-0.100268,533288.0,128283.0,1.893,0.3,1.053,0.061
1771TH,51.571482,-1.449342,438260.0,185990.0,0.188,-0.127,0.71,0.02
531118,51.521892,-2.521122,363940.0,180460.0,2.71,0.003,0.543,0.0
52207,51.083697,-2.586936,358984.0,131762.0,4.451,0.03,2.16,0.074
E1147,53.296901,-0.1319219999999999,524600.0,379400.0,1.185,0.0,0.35,0.019
E70039,52.473075,1.750085,654780.0,292741.0,3.35,,,
E70024,52.47311,1.75011,654781.0,292745.0,,,,
693115,53.407591,-2.294665,380508.0,390128.0,1.452,0.065,1.22,0.099
690611,53.493682,-2.229815,384850.0,399690.0,1.432,0.08,0.8,0.12
E21720,52.151539,0.067146,541524.0,252377.0,1.445,0.063,0.4,0.074
2804TH,51.589297,-0.381167,512244.0,189069.0,2.537,0.115,1.2,0.288
2406TH,51.296962,-1.056426,465884.0,155738.0,1.273,0.227,1.745,0.258
4615TH,51.908463,-0.46427,505740.0,224440.0,1.529,-0.164,1.3,0.015
43165,51.076527,-1.803528,413860.0,130819.0,1.359,0.049,0.48,0.103
2020,52.76777,-2.839715,343440.0,319240.0,1.127,0.042,0.7000000000000001,0.106
3400TH,51.415005,-0.308869,517700.0,169800.0,5.707,0.193,5.15,3.49
L1931,53.944393,-1.886441,407551.0,449817.0,0.798,0.058,1.0,0.086
1090_w2TH,51.713499,-1.420988,440100.0,201800.0,0.847,-0.085,0.349,0.004
44112,50.710758,-2.638832,354990.0,90320.0,0.514,0.043,0.5,0.094
023008,55.142955,-2.208614,386800.0,583200.0,3.076,0.17,2.0,0.205
690203,53.611067,-2.178685,388275.0,412740.0,2.222,0.057,1.8,0.098
4036,53.26962,-0.952008,469990.0,375250.0,2.815,0.294,1.42,0.162
46128,50.393426,-3.73051,277090.0,56270.0,2.07,0.0,1.0,0.023
4827TH,51.874477,-0.149495,527488.0,221164.0,1.009,0.033,0.8,0.053
055003_TG 316,52.061919,-2.659977,354850.0,240600.0,2.999,0.0,2.4,0.153
L2011,53.851542,-1.15762,455512.0,439809.0,8.082,1.54,5.71,2.0
L08015,53.536358,-1.366253,442100.0,404600.0,4.413,0.235,2.49,0.331
2206,51.746918,-2.217953,385049.0,205381.0,1.107,0.16,0.35,0.21
4161,52.574167,-1.035067,465490.0,297810.0,3.14,0.76,2.8,0.77
693426,53.289231,-2.148611,390190.0,376930.0,2.213,0.182,1.18,0.247
E72639,51.49999,-2.728468,349530.0,178147.0,8.626,,,
E72624,51.5,-2.72847,349530.0,178148.0,,,,
730506,54.330571,-2.742287,351826.0,493034.0,3.86,1.115,2.0,1.032
53131,51.426965,-2.459703,368135.0,169874.0,1.5,0.04,0.399,0.108
43216,50.805852,-1.990007,400800.0,100700.0,1.042,0.037,0.546,0.092
45171,50.580497,-3.472207,295862.0,76675.0,1.315,0.113,0.68,0.123
4124,52.877141,-1.759128,416308.0,331103.0,3.545,0.298,1.5550000000000002,0.384
E2901,53.022669,-0.746145,484200.0,348000.0,0.868,0.0,0.6900000000000001,0.11
2095,52.247533,-1.793996,414161.0,261060.0,3.375,0.856,1.329,0.897
022014,55.344803,-2.122952,392300.0,605650.0,2.763,0.09,1.6,0.223
E21127,52.908305,0.504442,568517.0,337479.0,0.298,0.037,0.133,0.02
45134,50.782406,-3.496159,294620.0,99160.0,1.71,0.1,1.2,0.239
L1115,53.60958,-1.705229,419600.0,412600.0,1.47,-0.036,1.0,0.012
E2790,53.550068,-0.501979,499347.0,406982.0,2.61,0.0,2.37,0.482
L3404,53.77033,-0.7077859999999999,485267.0,431219.0,1.872,,,
L2322,54.336432,-1.450586,435821.0,493571.0,1.601,-0.006,1.45,0.029
2241TH,51.412847,-1.526019,433060.0,168310.0,1.078,0.031,0.6000000000000001,0.043
760502,54.648336,-2.614388,360452.0,528312.0,4.527,0.11,3.0,0.2
E12442,50.990287,-1.335564,446730.0,121420.0,0.993,0.0,0.75,0.259
5380TH,51.574894,-0.0436369999999999,535668.0,188039.0,2.199,-0.192,1.35,0.014
765045,54.885739,-2.937513,339955.0,554959.0,4.564,-0.11,2.2,0.013
L2545,54.262449,-0.8592869999999999,474400.0,485800.0,2.595,-0.038,1.3,0.102
F0815,53.526193,-1.473913,434973.0,403411.0,2.188,0.023,1.2,0.08
740101,54.341859,-3.218047,320910.0,494720.0,2.072,0.04,1.5,0.244
E4411,52.998853,-0.408576,506900.0,345800.0,0.581,0.0,0.5,0.244
531109,51.45411,-2.586653,359333.0,172956.0,6.538,6.066,6.7,6.1
L1203,53.697959,-1.873488,408450.0,422400.0,5.339,-0.008,3.8,1.6800000000000002
2870TH,51.56631,-0.483905,505180.0,186360.0,0.608,0.052,0.56,0.11
4435,52.948176,-1.183337,454970.0,339290.0,1.616,0.016,1.0,0.08
2642,52.206967,-2.235272,384019.0,256554.0,5.791,0.487,3.35,0.548
023036,54.904713,-2.265082,383100.0,556700.0,1.953,0.134,1.8,0.157
47140,50.697595,-4.509797,222848.0,91667.0,,,,
4064,53.498488,-0.664311,488700.0,401030.0,2.8200000000000003,0.082,1.75,0.094
761659,54.651055,-2.743236,352141.0,528695.0,3.379,0.26,1.7000000000000002,0.35
2011,52.255374,-2.193909,386860.0,261930.0,2.834,0.016,2.0,0.189
735225,54.352722,-2.940028,339000.0,495652.0,2.904,0.066,1.0,0.228
F2102,53.998678,-1.266199,448200.0,456100.0,5.345,0.081,4.0,0.218
720517,53.863761,-2.817872,346310.0,441150.0,5.013,0.061,4.725,0.4
5376TH,51.619051,0.008836,539169.0,193048.0,1.477,0.142,1.2,0.151
E21563,52.735281,1.480458,635066.0,320977.0,0.8230000000000001,0.042,0.75,0.25
684027,53.234132,-2.827991,344830.0,371110.0,2.573,0.11,1.6,0.196
46119,50.31395,-3.800717,271886.0,47552.0,3.055,0.17,1.8,0.246
E8210,51.002867,-0.027718,538480.0,124460.0,2.625,0.0,2.0,0.01
L0307,53.326718,-1.328824,444800.0,381300.0,4.355,-0.236,1.6800000000000002,0.0
2896TH,51.43615,-0.514892,503326.0,171841.0,0.847,0.014,0.84,0.059
E60601,52.129553,-0.753104,485450.0,248650.0,2.775,0.002,1.865,1.125
53122,51.31742,-2.206553,385701.0,157611.0,2.097,0.07,1.4,0.172
3015TH,51.140148,-0.959908,472860.0,138390.0,1.343,-0.306,0.52,0.0
E2062,52.401841,-0.5448000000000001,499100.0,279200.0,3.24,0.469,1.845,0.675
E4351,51.105167,0.948046,606478.0,138119.0,4.891,0.0,4.38,0.008
1681TH,51.683092,-1.268125,450695.0,198513.0,1.623,0.0,1.5,0.45
43207,51.049578,-2.276018,380748.0,127840.0,1.833,0.025,0.75,0.099
4115,53.166753,-1.164236,455970.0,363620.0,1.634,0.186,1.0,0.246
45162,50.752006,-3.454461,297493.0,95721.0,2.175,0.086,1.3,0.099
2086,52.177055,-2.28833,380380.0,253240.0,6.086,0.304,4.4,0.363
E2285,52.240918,-1.083171,462700.0,260700.0,1.72,0.0,1.25,0.025
E12470,51.0582,-1.308338,448570.0,128990.0,1.148,0.002,0.81,0.319
48125,50.156881,-5.432918,154889.0,34180.0,1.295,0.141,0.8,0.237
L2313,54.235258,-1.341973,442988.0,482374.0,2.32,0.128,1.8,0.174
L2907,54.466168,-0.944968,468480.0,508380.0,3.611,0.0,2.4,0.01
692423,53.42353,-2.141405,390700.0,391870.0,1.811,0.073,1.92,0.104
50197,51.196412,-4.120133,251959.0,146270.0,0.636,0.0,0.55,0.033
700306,53.607043,-2.793103,347620.0,412570.0,3.76,0.104,2.75,0.294
4203,53.009557,-1.190048,454442.0,346113.0,1.577,0.147,1.1,0.238
L1231,53.744763,-2.010569,399400.0,427600.0,2.615,0.112,1.48,0.1
0319TH,51.571821,-1.816698,412800.0,185900.0,2.463,-0.046,1.32,0.034
3826TH,51.607093,-0.271414,519800.0,191222.0,2.121,0.243,2.68,0.61
5151TH,51.812151,0.1586739999999999,548906.0,214817.0,1.979,0.806,1.633,0.939
53197,51.169425,-2.364153,374636.0,141195.0,2.782,0.06,0.6890000000000001,0.0
E22548,52.09308,0.693213,584592.0,247282.0,1.767,0.023,1.04,0.063
E1662,52.90501,-0.255888,517400.0,335600.0,3.353,0.0,2.59,0.081
2670,51.848419,-2.217412,385120.0,216670.0,4.5,-0.107,0.042,-0.006
E3951,51.257785,1.030079,611520.0,155320.0,1.239,0.009,0.75,0.151
F0806,53.560696,-1.473078,435000.0,407250.0,2.745,0.05,1.25,0.142
E4402,51.121217,0.8562700000000001,599985.0,139650.0,1.375,0.0,1.16,0.012
4369TH,51.435695,-0.0274039999999999,537210.0,172590.0,0.886,0.036,1.35,0.071
45213,50.652217,-3.320001,306780.0,84447.0,1.461,0.37,1.45,0.496
E24823,52.474903,1.71041,652076.0,292805.0,1.808,-0.708,1.31,-0.23
51107,51.14633,-3.373795,304000.0,139461.0,1.047,0.08,0.5,0.148
44131,50.807196,-2.739279,348005.0,101110.0,1.134,0.179,0.62,0.2
1790TH,51.666656,-1.305189,448150.0,196660.0,1.81,0.047,0.836,0.079
023027,54.967781,-2.460104,370641.0,563783.0,3.453,0.157,2.0,0.166
47131,50.799229,-4.450269,227426.0,102826.0,2.6950000000000003,0.133,2.3,0.146
4055,52.998306,-1.525391,431950.0,344660.0,1.879,0.084,0.9,0.142
E12781,51.086429,-1.181847,457400.0,132220.0,0.765,0.087,0.6000000000000001,0.125
2002,52.092165,-1.942876,404010.0,243760.0,5.517,0.38,1.9,0.46
055021_TG 305,52.226571,-2.730348,350210.0,258960.0,3.756,0.717,2.6,0.763
2262,51.868695,-2.195623,386627.0,218921.0,2.13,0.106,2.5,0.119
E1750,53.022732,-0.3793689999999999,508800.0,348500.0,1.119,0.0,0.5,0.038
E21058,52.135453,0.794489,591347.0,252256.0,1.219,0.0,0.75,0.015
731013,54.218531,-2.774107,349620.0,480590.0,2.114,0.139,1.1,0.195
2455TH,51.262934,-0.8675619999999999,479110.0,152140.0,1.4,0.343,1.36,0.358
4018,52.855534,-1.648727,423750.0,328730.0,2.698,0.026,1.75,0.492
50150,51.219143,-3.751991,277740.0,148120.0,3.4130000000000003,0.0,2.5,1.202
1210TH,51.95095,-1.6798419999999998,422100.0,228100.0,2.8,0.351,1.6800000000000002,0.405
2225,51.832287,-2.270144,381481.0,214888.0,1.105,-0.064,0.162,0.0
2607TH,51.509305,-0.69032,490987.0,179744.0,1.608,-0.119,0.5,0.096
E22761,51.89895,0.851031,596248.0,226109.0,2.383,0.096,1.54,0.1
690408,53.557357,-2.388815,374340.0,406820.0,1.413,0.05,1.0,0.07
E21183,51.898975,0.3589839999999999,562400.0,224900.0,2.172,-0.249,3.448,0.028
4143,53.1201,-2.012802,399240.0,358104.0,1.67,0.055,0.505,0.183
L1505,53.918229,-2.006046,399700.0,446900.0,3.814,-0.059,1.064,-0.033
5329TH,51.681471,0.004958,538710.0,199982.0,2.52,-0.095,1.21,0.066
48190,50.361418,-4.715659,206943.0,54806.0,1.699,0.019,0.75,0.107
E2647,52.654318,-0.4610329999999999,504200.0,307400.0,1.5779999999999998,-6.1,0.344,0.0
E71539,51.445627,0.7434149999999999,590740.0,175419.0,4.29,,,
E71524,51.44564,0.7434400000000001,590742.0,175420.0,,,,
E24267,52.317315,-0.072946,531450.0,270550.0,1.519,-0.118,0.355,0.136
2077,52.709797,-2.75808,348880.0,312730.0,5.252,0.107,2.7,0.422
5442TH,51.661693,0.209122,552890.0,198190.0,2.385,0.148,2.0,0.271
750504,54.613784,-3.050496,332254.0,524801.0,2.566,0.05,2.0,0.5
2819TH,51.704664,-0.3360519999999999,515077.0,201969.0,0.56,0.002,0.539,0.064
47169,50.710701,-4.56631,218908.0,93261.0,1.585,0.087,1.0,0.112
2902TH,51.390617,-0.48637,505413.0,166818.0,1.316,-0.084,0.402,0.131
L1357,53.681612,-1.517112,431992.0,420682.0,2.386,-0.054,1.0,0.04
48116,50.321143,-4.961751,189264.0,50997.0,1.588,-0.031,0.85,0.03
E1788,53.187011,0.0967939999999999,540200.0,367600.0,1.18,0.0,0.6000000000000001,0.017
F25110,54.299848,-0.717923,483532.0,490119.0,0.919,0.028,0.41,0.042
L2304,54.270085,-1.467898,434751.0,486180.0,6.312,-0.117,5.0,-0.001
E2141,52.587333,-0.568186,497100.0,299800.0,2.92,0.0,2.35,0.154
2200TH,51.461325,-0.967884,471800.0,174100.0,7.413,6.297,7.0,6.579
L3609,54.483499,-1.553528,429024.0,509888.0,5.498,0.0,3.5,0.321
2230TH,51.437409,-1.576981,429500.0,171020.0,0.847,0.044,0.504,0.077
2165,51.864982,-2.252201,382730.0,218520.0,4.9190000000000005,0.001,3.2,0.437
E22539,52.085266,0.665897,582753.0,246344.0,2.04,0.11,1.6,0.104
712130,53.836305,-2.232297,384810.0,437810.0,3.224,0.13,2.385,0.167
F0203,53.266027,-1.410737,439400.0,374500.0,4.115,0.161,2.45,0.225
2661,51.840037,-2.142115,390305.0,215725.0,1.757,0.337,0.356,0.113
3229TH,51.160212,-0.163604,528510.0,141710.0,2.173,0.013,1.6,0.075
F1508,53.982002,-2.097548,393700.0,454000.0,1.347,0.0,0.2,0.132
690250,53.561524,-2.316991,379100.0,407260.0,5.922,0.261,3.7,0.362
1501TH,51.72955,-1.239792,452600.0,203700.0,0.937,-0.62,0.25,0.003
2128,52.03494,-2.116566,392100.0,237400.0,4.6690000000000005,0.012,2.0,0.651
4083,52.916247,-2.171867,388540.0,335440.0,2.94,0.594,1.486,0.471
E24814,52.371419,1.099743,611110.0,279342.0,1.599,-0.14,0.95,0.0
44122,50.731934,-2.752192,347010.0,92750.0,1.822,0.101,0.324,0.137
023018,55.023247,-1.6980849999999998,419400.0,569900.0,1.7000000000000002,0.0,1.3,0.031
2928TH,51.402823,-0.539779,501670.0,168100.0,2.165,13.32,1.06,0.4
47122,50.493456,-4.149573,247627.0,68169.0,3.482,0.087,1.8,0.161
4046,53.055864,-1.782274,414690.0,350980.0,1.607,0.196,0.59,0.271
764070,54.89341,-2.910796,341680.0,555790.0,4.355,0.453,1.4,0.493
E1245,53.250167,-0.3138289999999999,512600.0,373900.0,1.614,0.0,0.6900000000000001,0.03
E1839,53.208433,-0.108817,526400.0,369600.0,1.968,0.0,0.7000000000000001,0.032
4009,52.952707,-1.07772,462060.0,339880.0,5.496,0.758,3.6,1.014
E1110,51.194078,0.065165,544400.0,145900.0,4.235,0.0,2.63,0.251
751020,54.666243,-3.236916,320318.0,530834.0,5.156,0.066,2.072,0.661
53141,51.537816,-2.481077,366730.0,182212.0,1.2,0.02,0.346,0.032
0130TH,51.674733,-1.9904,400760.0,197330.0,0.945,-0.948,0.99,0.0
E4370,51.171609,0.799508,595800.0,145100.0,1.921,0.0,0.75,0.077
52157,51.079805,-2.869413,339193.0,131525.0,5.065,2.3,4.155,2.329
43226,51.037252,-2.278768,380550.0,126470.0,2.172,0.26,1.05,0.288
4150TH,51.373583,-0.138986,529630.0,165480.0,1.826,0.029,1.6,0.065
F3004,54.093099,-0.263772,513650.0,467750.0,0.704,-0.1,0.7000000000000001,0.0
0190TH,51.646694,-1.865536,409400.0,194220.0,0.992,0.012,1.083,0.058
E581,51.291026,0.511282,575200.0,157650.0,1.084,0.0,0.5,0.093
L0414,53.367798,-1.521432,431941.0,385767.0,1.153,-0.013,0.55,0.008
2885TH,51.500923,-0.4827619999999999,505410.0,179090.0,0.771,0.324,1.0,0.389
761260,54.555577,-2.743431,352016.0,518071.0,2.504,0.222,1.8,0.277
E22344,52.026751,-0.266941,519000.0,237900.0,0.6920000000000001,0.06,0.261,0.13
L2592,54.173347,-0.984145,466410.0,475762.0,0.768,0.029,0.55,0.044
700325,53.54925,-2.625999,358620.0,406030.0,2.55,0.07,1.35,0.094
E21856,51.972195,0.774544,590676.0,234050.0,2.045,0.081,1.43,-0.002
48107,50.311991,-5.166154,174673.0,50579.0,1.098,0.249,1.2,0.149
52208,51.116056,-2.430837,369939.0,135285.0,10.7,0.006,3.714,0.239
52110,51.021033,-3.132608,320656.0,125240.0,2.484,0.0,1.4,0.197
021030,55.517539,-2.005254,399766.0,624867.0,1.889,-0.01,1.2,0.035
685513,53.411889,-3.088778,327725.0,391118.0,3.265,0.34,1.188,0.408
3815TH,51.584844,-0.180888,526130.0,188900.0,1.844,0.772,2.391,0.799
E7050,52.186277,-1.171327,456750.0,254550.0,,,,
4074,52.831898,-1.273539,449040.0,326290.0,1.312,0.324,1.006,0.412
E1013,53.496174,-0.11262,525300.0,401600.0,1.245,0.0,0.61,0.066
E24805,52.192643,-0.064443,532400.0,256700.0,3.081,0.029,0.496,0.222
2615,52.164097,-1.857348,409854.0,251769.0,4.426,0.895,2.6,0.955
1302TH,51.776669,-1.298428,448500.0,208900.0,0.52,-0.477,0.225,0.05
44113,50.665978,-2.480781,366117.0,85256.0,1.025,0.0,0.26,0.0
2469_w1TH,51.377564,-0.952526,473000.0,164800.0,1.481,0.064,0.95,0.189
023009,54.812531,-2.443415,371600.0,546500.0,2.848,0.1,1.9,0.155
5322TH,51.691657,-0.027263,536452.0,201054.0,1.16,0.366,1.1,0.381
4037,53.335557,-1.683843,421150.0,382120.0,4.411,0.6930000000000001,3.2,0.777
E2814,53.221702,-0.541127,497500.0,370400.0,3.19,0.0,2.96,0.115
46129,50.539272,-3.702255,279470.0,72440.0,2.17,0.21,1.0,0.349
3629TH,51.548783,-0.3978359999999999,511188.0,184538.0,0.792,-0.037,0.65,0.033
49129,50.558795,-4.637796,213260.0,76550.0,1.561,0.025,0.6920000000000001,0.109
50132,50.939901,-3.907581,266070.0,117340.0,4.001,0.15,2.5,0.207
1961TH,51.753138,-0.982253,470350.0,206540.0,2.99,0.948,2.25,1.057
730507,54.330708,-2.743458,351750.0,493050.0,,,,
53132,51.455821,-2.065573,395540.0,172985.0,3.451,0.14,1.104,0.401
43217,51.048996,-2.41251,371180.0,127820.0,2.938,0.0,1.28,0.009
E2902,53.226658,-0.368683,509000.0,371200.0,1.624,-1.42,0.9,0.088
48172,50.100002,-5.279794,165546.0,27365.0,2.111,0.158,1.7000000000000002,0.232
022015,55.151643,-1.917583,405350.0,584150.0,2.17,0.021,1.81,0.064
724326,54.125115,-2.589971,361540.0,470080.0,3.186,0.08,1.5,0.16
L0405,53.351517,-1.484072,434440.0,383973.0,1.56,-0.055,0.9,-0.007
5318TH,51.703222,-0.022505,536746.0,202349.0,1.971,0.345,2.1,0.366
45135,50.883029,-3.489856,295290.0,110340.0,3.584,0.0,2.5,0.103
L1376,53.71811,-1.638949,423924.0,424695.0,2.482,-0.02,1.1,0.129
0006,51.501216,-0.12385,530320.0,179700.0,4.83,,,
693515,53.380045,-2.406589,373050.0,387100.0,1.493,0.201,1.0,0.255
L3901,54.603816,-1.16076,454311.0,523508.0,4.09,,,
L2323,54.338848,-1.442218,436363.0,493844.0,2.142,0.203,1.1,0.225
2808TH,51.682315,-0.3156069999999999,516547.0,199516.0,1.602,0.006,1.574,0.3
1471TH,51.884491,-1.012852,468040.0,221120.0,1.86,-0.211,0.939,0.008
681213,53.277575,-2.455855,369700.0,375720.0,3.126,0.113,1.7000000000000002,0.209
L1241,53.70594,-1.91329,405821.0,423284.0,3.33,0.385,0.794,0.427
0712TH,51.563545,-1.722961,419300.0,185000.0,3.078,0.73,1.91,0.782
E1672,53.23087,-0.555797,496500.0,371400.0,2.361,0.0,1.9,1.272
3404TH,51.423993,-0.308538,517700.0,170800.0,5.579,0.249,5.0,4.42
740102,54.295374,-3.237418,319560.0,489570.0,2.611,0.05,1.45,0.11
755900,54.868017,-3.394284,310615.0,553475.0,,,,
E4412,51.133674,0.880127,601600.0,141100.0,2.957,0.0,1.569,0.892
E2717,52.537116,-0.8248949999999999,479800.0,293900.0,1.217,0.0,0.289,0.015
L1204,53.73128,-1.983282,401200.0,426100.0,5.646,0.352,2.65,0.434
021021,55.61121,-2.395446,375187.0,635363.0,4.529,0.306,1.63,0.38
44239,50.715805,-2.5855,358760.0,90850.0,121.128,101.873,113.0,0.0
023037,55.142852,-2.261953,383400.0,583200.0,3.83,-0.01,3.0,0.032
690232,53.663522,-2.172551,388695.0,418575.0,,,,
43157,51.242295,-1.662004,423690.0,149290.0,0.858,0.0,0.401,0.0
47141,50.413192,-4.331177,234467.0,59634.0,1.15,0.028,0.503,0.061
