stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,latestReading,parameter,qualifier,unitName
1413,52.325619,-2.226643,384650.0,269750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
531172,51.277706,-2.608531,357650.0,153350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E2416,52.808243,-0.129942,526150.0,325050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24957,52.101218,0.906298,599150.0,248750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24790,52.409069,1.30592,624950.0,284150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E7165,52.766451,-0.6238279999999999,492950.0,319650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
53115,51.210084,-2.450167,368650.0,145750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
259110TP,51.886777,-1.156503,458150.0,221250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
48182,50.249425,-5.040268,183350.0,43250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E15500,51.435174,0.135731,548550.0,172850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
570231,53.596101,-2.789423,347850.0,411350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1760,52.140634,-1.974376,401850.0,249150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1121,52.718322,-2.717219,351650.0,313650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E7420,50.788104,0.060701,545350.0,100750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
261021TP,51.653876,-1.288038,449350.0,195250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
003232,55.312483,-1.909373,405850.0,602050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1770,52.288216,-1.222206,453150.0,265850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
602253,54.779014,-2.608625,360950.0,542850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E2510,52.535424,-0.981957,469150.0,293550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
288504TP,51.349274,0.009666,540050.0,163050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3774,53.579885,-0.8694339999999999,474950.0,409850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
269627TP,51.345161,-1.239706,453050.0,160950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
596791,54.843273,-3.064299,331750.0,550350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
490001TP,51.903913,0.021245,539150.0,224750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
564160,53.381621,-2.570469,362150.0,387350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
569848,53.58714,-2.633659,358150.0,410250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E5451,51.007531,0.978517,609050.0,127350.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
E13980,51.218761,-1.473747,436850.0,146750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
2321SO,50.83729,-0.377415,514350.0,105450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3185,52.407451,-1.784594,414750.0,278850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
023839,54.829815,-1.807716,412450.0,548350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
239258TP,51.664377,0.040933,541250.0,198150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E12821,51.085476,-1.13689,460550.0,132150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
593893,54.703741,-3.274806,317950.0,535050.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
53100,51.633453,-2.15382,389450.0,192750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E14900,50.677559,-1.5052949999999998,435050.0,86550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24703,52.023252,-1.13062,459750.0,236450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
43206,50.755798,-1.814938,413150.0,95150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
015347,54.804602,-2.221644,385850.0,545550.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
571479,54.217501,-2.3335,378350.0,480250.0,,,,,0.1,rainfall,Tipping Bucket Raingauge,mm
E22283,52.402761,0.2791869999999999,555150.0,280750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
52203,51.408672,-2.666341,353750.0,167950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
026644,54.656189,-2.285935,381650.0,529050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E25033,53.449299,0.0321339999999999,535050.0,396650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3778,52.687955,-1.796533,413850.0,310050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E37241,51.94816,0.481622,570650.0,230650.0,,,,,0.4,rainfall,Tipping Bucket Raingauge,mm
E24884,51.683977,0.715993,587850.0,201850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1793,52.518531,-2.881966,340250.0,291550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
53110,51.341928,-2.266258,381550.0,160350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
036225,54.344552,-0.7547149999999999,481050.0,495050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
52148,50.853381,-2.745053,347650.0,106250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
531101,51.633863,-2.371995,374350.0,192850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1602,52.05292,-2.737138,349550.0,239650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
008062,55.132825,-1.538065,429550.0,582150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
47159,50.644847,-4.529589,221250.0,85850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
47155,50.416367,-4.126049,249050.0,59550.0,,,,,0.4,rainfall,Tipping Bucket Raingauge,mm
E24913,51.815014,0.765948,590750.0,216550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E37051,51.732496,0.516133,573850.0,206750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E11080,50.828064,-0.805132,484250.0,103850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
249744TP,51.568666,-1.811661,413150.0,185550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
592860,54.56648,-3.063261,331350.0,519550.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
586056,54.264682,-2.808288,347450.0,485750.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
53114,51.230621,-2.486172,366150.0,148050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3688,52.6315,-1.077247,462550.0,304150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
033108NE,54.543358,-1.201588,451750.0,516750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
53109,51.360132,-2.138539,390450.0,162350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
53104,51.538159,-2.480793,366750.0,182250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24506,52.898685,0.4791,566850.0,336350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E13261,50.788809,-1.033124,468250.0,99250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
266474TP,51.412945,-1.726028,419150.0,168250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
50199,50.873373,-3.798545,273550.0,109750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E37151,51.904776,0.848521,596050.0,226750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
036487,54.408361,-0.754323,480950.0,502150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
46106,50.548234,-3.940001,262650.0,73850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E21234,52.633846,1.5564209999999998,640750.0,309950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
44101,50.800366,-2.738533,348050.0,100350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
48170,50.131262,-5.251088,167750.0,30750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3576,53.093957,-1.658736,422950.0,355250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
028185,54.560368,-1.983723,401150.0,518350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
581159,54.31472,-2.538727,365050.0,491150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
246424TP,51.501145,-0.2055469999999999,524650.0,179550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
003066,55.350136,-2.171067,389250.0,606250.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
1687,52.016552,-2.653481,355250.0,235550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E22205,52.121748,-0.215784,522250.0,248550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
43204,50.864669,-2.139905,390250.0,107250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3766,53.005795,-1.251101,450350.0,345650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E5670,50.943595,0.945951,607050.0,120150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
000075TP,51.084022,-0.2145969999999999,525150.0,133150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
281186TP,51.119894,-0.851916,480450.0,136250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
598691,54.569482,-2.432265,372150.0,519450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E5660,51.083056,0.8719819999999999,601250.0,135450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
52201,51.270102,-2.682969,352450.0,152550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1335,52.863499,-3.123644,324450.0,330150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E37291,52.013331,0.746104,588550.0,238550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
251556TP,51.826782,-1.862825,409550.0,214250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
578009,53.927308,-2.719516,352850.0,448150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
041238,53.867134,-0.3674389999999999,507450.0,442450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
50187,50.909721,-4.380331,232750.0,114950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
060947,54.218703,-2.195488,387350.0,480350.0,,,,,0.6,rainfall,Tipping Bucket Raingauge,mm
E46161,51.511603,0.5832109999999999,579350.0,182350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
50106,50.737466,-3.91805,264750.0,94850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
036704,54.434842,-0.550006,494150.0,505350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E160,51.384733,0.6263639999999999,582850.0,168350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
44100,50.778033,-2.848812,340250.0,97950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
085322,53.571934,-1.5884589999999998,427350.0,408450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
46160,50.473478,-3.89184,265850.0,65450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
253861TP,51.794582,-1.562775,430250.0,210750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
567866,53.460365,-2.916431,339250.0,396350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E45811,53.497914,-0.196218,519750.0,401650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
018777,54.860973,-1.670477,421250.0,551850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E6280,50.931554,0.580819,581450.0,117850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
077256,53.798228,-2.056887,396350.0,433550.0,,,,,0.4,rainfall,Tipping Bucket Raingauge,mm
E24751,52.46533,0.054229,539650.0,287250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
577417,53.908061,-3.019063,333150.0,446250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E44101,51.793436,0.648601,582750.0,213850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
45236,50.776987,-3.176428,317150.0,98150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
45168,50.973456,-3.383642,302950.0,120250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E4540,51.202987,0.784947,594650.0,148550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
265415TP,51.465368,-1.197403,455850.0,174350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E42971,52.181011,0.952464,601950.0,257750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
256230TP,51.749085,-1.272057,450350.0,205850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
531108,51.237472,-2.325815,377350.0,148750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
274178TP,51.667285,-0.923447,474550.0,197050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E21288,52.447056,1.60611,645150.0,289350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E2365,52.632078,-0.313309,514250.0,305150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
276956TP,51.828295,-0.446536,507150.0,215550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E14910,50.722216,-1.142162,460650.0,91750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
035488,54.438313,-0.976984,466450.0,505250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3616,53.22531,-1.701132,420050.0,369850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E7065,52.56456,-0.5077,501250.0,297350.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
52222,51.133861,-2.392257,372650.0,137250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
46108,50.641897,-3.877381,267350.0,84150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
056505,54.073241,-1.337477,443450.0,464350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
44103,50.707087,-2.698828,350750.0,89950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
278744TP,51.690006,-0.5308459999999999,501650.0,200050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3652,52.836792,-1.251041,450550.0,326850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E5727,52.872934,0.138821,544050.0,332750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
601304,54.536396,-2.762648,350750.0,515950.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
E11040,50.889075,-0.881768,478750.0,110550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E12580,51.089429,-1.328148,447150.0,132450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
026958,54.683225,-2.252002,383850.0,532050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24879,51.616598,0.593505,579650.0,194050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
041917,53.805201,-0.3091009999999999,511450.0,435650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
240201TP,51.884151,-0.4547819999999999,506450.0,221750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
240350TP,51.813497,-0.2874649999999999,518150.0,214150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
47163,50.366737,-4.230702,241450.0,54250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E2463,52.665732,-0.158215,524650.0,309150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1165,52.205609,-1.605581,427050.0,256450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1155,52.417004,-1.12584,459550.0,280250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
280826TP,51.226121,-0.774805,485650.0,148150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
560943,53.697953,-2.353609,376750.0,422450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
561299,53.65712,-2.049131,396850.0,417850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E37081,52.84066,1.075753,607250.0,331450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
45102,51.129849,-3.534087,292750.0,137850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
49105,50.558792,-4.637937,213250.0,76550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
023164,54.610418,-1.740626,416850.0,523950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
016140,54.960162,-2.160033,389850.0,562850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
603111,55.093207,-2.481773,369350.0,577750.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
E25051,53.235003,0.1028849999999999,540450.0,372950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
264254TP,51.617635,-1.115281,461350.0,191350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
287864TP,51.380452,-0.135546,529850.0,166250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24746,52.089557,-0.0565,533250.0,245250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
45158,51.06991,-3.643436,284950.0,131350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E42991,52.558433,1.367321,628350.0,300950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E802,51.194952,0.237676,556450.0,146350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24901,51.793116,0.963307,604450.0,214650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
025394,54.894495,-1.489343,432850.0,555650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E8530,50.913393,0.044891,543850.0,114650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E42961,52.945882,0.745281,584550.0,342250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E14080,51.252655,-1.256994,451950.0,150650.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
287722TP,51.344874,-0.103964,532150.0,162350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1740,52.392235,-1.324715,446050.0,277350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
47166,50.549928,-3.999359,258450.0,74150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3574,52.897659,-1.359998,443150.0,333550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
282290TP,51.143947,-0.512508,504150.0,139350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
49104,50.509966,-4.568918,217950.0,70950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E270,51.321154,0.447621,570650.0,160850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
586820,54.444792,-3.103284,328550.0,506050.0,,,,,1.6,rainfall,Tipping Bucket Raingauge,mm
E42981,52.554012,1.032047,605650.0,299450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
594202,54.58826,-3.316076,315050.0,522250.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
E7200,52.555577,-0.828089,479550.0,295950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E46061,53.546796,-0.1594239999999999,522050.0,407150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E27621,51.542522,0.567655,578150.0,185750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E1681,51.067661,0.215829,555350.0,132150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
50110,51.016891,-3.822629,272250.0,125750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E7075,52.490034,-0.666347,490650.0,288850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3025,52.701554,-2.119078,392050.0,311550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
575384,53.790306,-2.422692,372250.0,432750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
257039TP,52.072227,-1.333928,445750.0,241750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E2410,51.204793,0.588909,580950.0,148250.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
263541TP,51.741752,-1.120101,460850.0,205150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
052287,54.409101,-1.735735,417250.0,501550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E10500,51.000801,-0.904738,476950.0,122950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3611,53.485476,-0.775492,481350.0,399450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3100,52.830414,-1.607371,426550.0,325950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
3601,53.231399,-0.806723,479750.0,371150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
007292,55.033951,-1.969453,402050.0,571050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E12570,51.008538,-1.335019,446750.0,123450.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
244027TP,51.769108,0.016666,539250.0,209750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E21637,52.269301,0.00265,536750.0,265350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
055R0521E_TG_326,52.221039,-2.984386,332850.0,258550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E21179,51.636308,0.385069,565150.0,195750.0,,,,,0.2,rainfall,Tipping Bucket Raingauge,mm
243045TP,51.965517,0.147752,547650.0,231850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
261923TP,51.825767,-0.8529249999999999,479150.0,214750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E7105,53.359329,-0.017234,532050.0,386550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
555207,53.114913,-2.221812,385250.0,357550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24889,52.35513,1.431153,633750.0,278550.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E37271,52.049494,0.452229,568250.0,241850.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
589359,54.342135,-3.21744,320950.0,494750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E2544,52.495753,-0.4702579999999999,503950.0,289750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
52105,51.134741,-2.999693,330150.0,137750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
239579TP,51.527809,0.085279,544750.0,183050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
571894,54.103514,-2.27294,382250.0,467550.0,,,,,0.4,rainfall,Tipping Bucket Raingauge,mm
586493,54.246782,-2.923038,339950.0,483850.0,,,,,0.8,rainfall,Tipping Bucket Raingauge,mm
E22400,52.177103,0.456319,568050.0,256050.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
558016,53.24456,-1.997705,400250.0,371950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E1700,51.046446,0.196269,554050.0,129750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
1045,52.362576,-1.508732,433550.0,273950.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
051729,54.413883,-1.988402,400850.0,502050.0,,,,,0.4,rainfall,Tipping Bucket Raingauge,mm
1769,52.199933,-2.097246,393450.0,255750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
E24756,52.494069,1.157581,614450.0,293150.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
603315,55.026371,-2.560748,364250.0,570350.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
52101,50.971757,-3.122948,321250.0,119750.0,,,,,0.0,rainfall,Tipping Bucket Raingauge,mm
